tile=107,1408,512,128,128,64,96
tile=108,1536,512,128,128,64,96
tile=109,1664,512,128,128,64,96
tile=110,1792,512,128,128,64,96
tile=111,1920,512,128,128,64,96

# shrubs and grass tufts
tile=112,0,640,128,128,64,96
tile=113,128,640,128,128,64,96
tile=114,256,640,128,128,64,96
tile=115,384,640,128,128,64,96
tile=116,512,640,128,128,64,96
tile=117,640,640,128,128,64,96
tile=118,768,640,128,128,64,96
tile=119,896,640,128,128,64,96
tile=120,1024,640,128,128,64,96
tile=121,1152,640,128,128,64,96
tile=122,1280,640,128,128,64,96
tile=123,1408,640,128,128,64,96
tile=124,1536,640,128,128,64,96
tile=125,1664,640,128,128,64,96
tile=126,1792,640,128,128,64,96
tile=127,1920,640,128,128,64,96

# rocks
tile=128,0,768,128,192,64,160
tile=129,128,768,128,192,64,160
tile=130,256,768,128,192,64,160
tile=131,384,768,128,192,64,160
tile=132,512,768,128,192,64,160
tile=133,640,768,128,192,64,160
tile=134,768,768,128,192,64,160
tile=135,896,768,128,192,64,160

# tall town objects
tile=136,1024,768,128,192,64,160
tile=137,1152,768,128,192,64,160
tile=138,1280,768,128,192,64,160
tile=139,1408,768,128,192,64,160
tile=140,1536,768,128,192,64,160
tile=141,1664,768,128,192,64,160
tile=142,1792,768,128,192,64,160
tile=143,1920,768,128,192,64,160

# riverbanks
tile=144,0,960,128,128,64,32
tile=145,128,960,128,128,64,32
tile=146,256,960,128,128,64,32
tile=147,384,960,128,128,64,32
tile=148,512,960,128,128,64,32
tile=149,640,960,128,128,64,32
tile=150,768,960,128,128,64,32
tile=151,896,960,128,128,64,32
tile=152,1024,960,128,128,64,32
tile=153,1152,960,128,128,64,32
tile=154,1280,960,128,128,64,32
tile=155,1408,960,128,128,64,32
tile=156,1536,960,128,128,64,32
tile=157,1664,960,128,128,64,32
tile=158,1792,960,128,128,64,32
tile=159,1920,960,128,128,64,32

# riverbanks
tile=160,0,1088,128,128,64,32
tile=161,128,1088,128,128,64,32
tile=162,256,1088,128,128,64,32
tile=163,384,1088,128,128,64,32
tile=164,512,1088,128,128,64,32
tile=165,640,1088,128,128,64,32
tile=166,768,1088,128,128,64,32
tile=167,896,1088,128,128,64,32
tile=168,1024,1088,128,128,64,32
tile=169,1152,1088,128,128,64,32
tile=170,1280,1088,128,128,64,32
tile=171,1408,1088,128,128,64,32
tile=172,1536,1088,128,128,64,32
tile=173,1664,1088,128,128,64,32
tile=174,1792,1088,128,128,64,32
tile=175,1920,1088,128,128,64,32

# water tiles (use in a 8x8 grid)
tile=176,0,1216,128,64,64,-32
tile=177,128,1216,128,64,64,-32
tile=178,256,1216,128,64,64,-32
tile=179,384,1216,128,64,64,-32
tile=180,512,1216,128,64,64,-32
tile=181,640,1216,128,64,64,-32
tile=182,768,1216,128,64,64,-32
tile=183,896,1216,128,64,64,-32
tile=184,1024,1216,128,64,64,-32
tile=185,1152,1216,128,64,64,-32
tile=186,1280,1216,128,64,64,-32
tile=187,1408,1216,128,64,64,-32
tile=188,1536,1216,128,64,64,-32
tile=189,1664,1216,128,64,64,-32
tile=190,1792,1216,128,64,64,-32
tile=191,1920,1216,128,64,64,-32

# wood bridge/wharf
tile=192,0,1280,128,128,64,32
tile=193,128,1280,128,128,64,32
tile=194,256,1280,128,128,64,32
tile=195,384,1280,128,128,64,32
tile=196,512,1280,128,128,64,32
tile=197,640,1280,128,128,64,32
tile=198,768,1280,128,128,64,32
tile=199,896,1280,128,128,64,32
tile=200,1024,1280,128,128,64,32
tile=201,1152,1280,128,128,64,32
tile=202,1280,1280,128,128,64,32
tile=203,1408,1280,128,128,64,32
tile=204,1536,1280,128,128,64,32
tile=205,1664,1280,128,128,64,32
tile=206,1792,1280,128,128,64,32
tile=207,1920,1280,128,128,64,32

# buildings
tile=208,0,1408,128,320,64,288
tile=209,128,1408,128,320,64,288
tile=210,256,1408,128,320,64,288
tile=211,384,1408,128,320,64,288
tile=212,512,1408,128,320,64,288
tile=213,640,1408,128,320,64,288
tile=214,768,1408,128,320,64,288
tile=215,896,1408,128,320,64,288

# broken tower
tile=216,1024,1504,64,320,64,288
tile=217,1088,1472,64,384,64,352
tile=218,1152,1472,64,416,64,384
tile=219,1216,1504,128,384,64,384
tile=220,1344,1568,64,320,0,288
tile=221,1408,1664,64,192,0,160
tile=222,1472,1664,64,160,0,128

# cave tileset entrances
tile=224,0,1728,128,256,64,224
tile=225,128,1728,64,224,0,192
tile=226,192,1728,64,224,64,192
tile=227,256,1728,128,256,64,224
tile=228,384,1728,128,256,64,224
tile=229,512,1728,64,224,0,192
tile=230,576,1728,64,224,64,192
tile=231,640,1728,128,256,64,224

# temple entrance
tile=232,1536,1504,64,64,64,32
tile=233,1600,1472,64,128,64,96
tile=234,1664,1440,64,192,64,160
tile=235,1728,1408,128,256,64,224
tile=236,1856,1440,64,192,0,160
tile=237,1920,1472,64,128,0,96
tile=238,1984,1504,64,64,0,32

# blue trees
tile=240,0,1984,256,256,128,224
tile=241,256,1984,256,256,128,224
tile=242,512,1984,256,256,128,224
tile=243,768,1984,256,256,128,224

# dead trees
tile=244,1024,1920,256,448,128,416
tile=245,1280,1920,256,448,128,416
tile=246,1536,1920,256,448,128,416
tile=247,1792,1920,256,448,128,416

# tall trees
tile=248,0,2240,256,448,128,416
tile=249,256,2240,256,448,128,416
tile=250,512,2240,256,448,128,416
tile=251,768,2240,256,448,128,416

# fluffy trees
tile=252,1024,2368,256,320,128,288
tile=253,1280,2368,256,320,128,288
tile=254,1536,2368,256,320,128,288
tile=255,1792,2368,256,320,128,288

animation=102;768,512,20;768,512,20

# teleporter circles
tile=264,0,2688,256,128,64,64
tile=265,256,2688,256,128,64,64

# teleporter animation
animation=265;1024,2688,2;768,2688,2;512,2688,2;256,2688,2

# the rotten tower
tile=288,1408,2688,640,704,-20,600
