tile=84,512,256,128,128,64,96
tile=85,640,256,128,128,64,96
tile=86,768,256,128,128,64,96
tile=87,896,256,128,128,64,96
tile=88,1024,256,128,128,64,96
tile=89,1152,256,128,128,64,96
tile=90,1280,256,128,128,64,96
tile=91,1408,256,128,128,64,96
tile=92,1536,256,128,128,64,96
tile=93,1664,256,128,128,64,96
tile=94,1792,256,128,128,64,96
tile=95,1920,256,128,128,64,96

tile=96,0,384,128,256,64,224
tile=97,128,384,128,256,64,224
tile=98,256,384,128,256,64,224
tile=99,384,384,128,256,64,224
tile=100,512,384,128,256,64,224
tile=101,640,384,128,256,64,224
tile=102,768,384,128,256,64,224
tile=103,896,384,128,256,64,224
tile=104,1024,384,128,256,64,224
tile=105,1152,384,128,256,64,224
tile=106,1280,384,128,256,64,224
tile=107,1408,384,128,256,64,224
tile=108,1536,384,128,256,64,224
tile=109,1664,384,128,256,64,224
tile=110,1792,384,128,256,64,224
tile=111,1920,384,128,256,64,224

tile=112,0,640,128,256,64,224
tile=113,128,640,128,256,64,224
tile=114,256,640,128,256,64,224
tile=115,384,640,128,256,64,224
tile=116,512,640,128,256,64,224
tile=117,640,640,128,256,64,224
tile=118,768,640,128,128,64,96
tile=119,896,640,128,128,64,96
tile=120,1024,640,128,128,64,96
tile=121,1152,640,128,128,64,96
tile=122,1280,640,128,128,64,96
tile=123,1408,640,128,128,64,96
tile=124,1536,640,128,128,64,96
tile=125,1664,640,128,128,64,96
tile=126,1792,640,128,128,64,96
tile=127,1920,640,128,128,64,96

tile=128,0,896,128,256,64,224
tile=129,128,896,128,256,64,224
tile=130,256,896,128,256,64,224
tile=131,384,896,128,256,64,224
tile=132,512,896,128,256,64,224
tile=133,640,896,128,256,64,224
tile=134,768,896,128,128,64,96
tile=135,768,1024,128,128,64,96
tile=136,896,896,128,128,64,96
tile=137,896,1024,128,128,64,96

tile=144,1024,896,128,128,64,96
tile=145,1152,896,128,128,64,96
tile=146,1280,896,128,128,64,96
tile=147,1408,896,128,128,64,96
tile=148,1536,896,128,128,64,96
tile=149,1664,896,128,128,64,96
tile=150,1792,896,128,128,64,96
tile=151,1920,896,128,128,64,96

tile=160,1024,1024,128,128,64,96
tile=161,1152,1024,128,128,64,96
tile=162,1280,1024,128,128,64,96
tile=163,1408,1024,128,128,64,96
tile=164,1536,1024,128,128,64,96
tile=165,1664,1024,128,128,64,96
tile=166,1792,1024,128,128,64,96
tile=167,1280,1792,128,256,64,224

# brazier animation
animation=167;1024,1792,2;1152,1792,2;1280,1792,2;1408,1792,2;1536,1792,2;1664,1792,2;1792,1792,2;1920,1792,2;

# bones
tile=176,1024,1600,128,64,64,32
tile=177,1152,1600,128,64,64,32
tile=178,1280,1600,128,64,64,32
tile=179,1408,1600,128,64,64,32
tile=180,1536,1600,128,64,64,32
tile=181,1664,1600,128,64,64,32
tile=182,1792,1600,128,64,64,32
tile=183,1920,1600,128,64,64,32

# chains
tile=192,1664,1280,192,256,128,224
tile=193,1856,1280,192,256,64,224
# sarchophagus
tile=194,896,1344,128,192,64,160
tile=195,1024,1344,64,160,0,128
tile=196,1088,1344,64,160,64,128
tile=197,1152,1344,128,192,64,160
tile=198,1280,1344,64,160,64,128
tile=199,1344,1344,128,192,64,160
tile=200,1472,1344,128,192,64,160
tile=201,1600,1344,64,160,0,128
# beds
tile=202,1280,1152,64,160,64,128
tile=203,1344,1152,128,192,64,160
tile=204,1472,1152,128,192,64,160
tile=205,1600,1152,64,160,0,128

# open door wall tiles
tile=208,0,2048,128,256,64,224
tile=209,128,2048,128,256,64,224
tile=210,256,2048,128,256,64,224
tile=211,384,2048,128,256,64,224
tile=212,512,2048,128,256,64,224
tile=213,640,2048,128,256,64,224
tile=214,768,2048,128,256,64,224
tile=215,896,2048,128,256,64,224
tile=216,1024,2048,128,256,64,224
tile=217,1152,2048,128,256,64,224
tile=218,1280,2048,128,256,64,224
tile=219,1408,2048,128,256,64,224
tile=220,1536,2048,128,256,64,224
tile=221,1664,2048,128,256,64,224
tile=222,1792,2048,128,256,64,224
tile=223,1920,2048,128,256,64,224

# blue exit markers
tile=240,0,1792,128,256,64,224
tile=241,128,1792,128,256,64,224
tile=242,256,1792,128,256,64,224
tile=243,384,1792,128,256,64,224
tile=244,512,1792,128,256,64,224
tile=245,640,1792,128,256,64,224

# 264 through 279 reserved for 2x2 floor tiles
# teleporter circles
tile=264,0,1664,256,128,64,64
tile=265,256,1664,256,128,64,64

# teleporter animation
animation=265;1024,1664,2;768,1664,2;512,1664,2;256,1664,2

# closed doors
tile=280,0,2304,128,256,96,240
tile=281,128,2304,128,256,96,240
tile=282,256,2304,128,256,32,240
tile=283,384,2304,128,256,32,240

# stairs
tile=284,1024,2304,512,512,64,384
tile=285,1536,2304,512,512,64,384
tile=286,0,2560,512,256,64,128
tile=287,512,2560,512,256,64,128

